gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted	minus_log10_pvalue
CNAG_03724	2330.764330180426	0.0784351403123192	0.5271062436920221	0.148803284444013	0.8817088588845632	0.9971300521385945	0.05467479565396121
CNAG_03725	421.88219438965297	-0.10184778796261688	0.3608141345274991	-0.2822721679016005	0.7777348249917464	0.9971300521385945	0.10916845400472021
CNAG_03726	434.25056455706766	0.16694570727745092	0.09117229813526295	1.83110123021985	0.06708543495137725	0.4052032020191476	1.173371760112212
CNAG_03727	723.1428119424693	-1.187814717087385	0.18900141587386038	-6.28468687176467	3.2851515811897574e-10	7.181765247007415e-8	9.483444586726579
CNAG_03728	45.13699569604203	1.0711423920160015	0.4648930285220237	2.3040620665389424	0.021219159743506813	0.21043315931184225	1.6732718177006292
CNAG_03729	42.4446583995202	-0.2721542994690336	0.35023288469492747	-0.7770666643884547	0.4371194402689878	0.9416830124741462	0.35939987844788
CNAG_03730	711.2204997771329	0.25842997761714537	0.13142905965708052	1.9663077426821025	0.04926307298165649	0.34704349854125366	1.3074785007926792
CNAG_03731	450.2446178595811	0.305344392988504	0.1745946338564342	1.7488761609911954	0.08031242814134962	0.4498159714991127	1.0952172435685872
CNAG_03732	179.0487561993092	0.03193401574752839	0.23504517234986147	0.13586331269120921	0.8919293387181507	0.9971300521385945	0.04966955035520946
CNAG_03733	25.963627644146946	-0.0663146543069242	0.20939386240874877	-0.31669817607869616	0.7514726328900181	0.9971300521385945	0.1240868309137583
CNAG_03734	100.81843013064618	0.14214286632014866	0.17540304461385564	0.8103785577557777	0.41772263765269724	0.9307282776485447	0.37911198836607835
